ID	Games	Category	Type	Date	Price	Area	Platform			
bartendervrsimulator	Bartender VR Simulator	Game	Puzzle | Simulation	2022-05-24	$19.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
pixelripped	Pixel Ripped 1995	Game	Adventure | RPG	2022-05-24	$19.99	No Korea	Neo 3 Link Onboard,PICO 4 Onboard			
horrorbarvr	Horror Bar VR	Game	Simulation	2022-05-24	$19.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
powerbeatsvr	PowerBeatsVR	Game	Fitness	2022-05-24	$22.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
superhotvr	SUPERHOT VR	Game	Puzzle | Action | Fighting	2022-05-24	$24.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
swarm	SWARM	Game	Shooter	2022-05-24	$24.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
redmatter	Red Matter	Game	Adventure	2022-05-24	$24.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
zerocaliberreloaded	Zero Caliber: Reloaded	Game	Shooter	2022-05-24	$24.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
ragnarock	Ragnarock	Game	Music | Rhythm	2022-05-24	$24.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
theexorcistlegionvr	The Exorcist: Legion VR	Game	Shooter	2022-05-24	$24.99	No Korea	Neo 3 Link Onboard,PICO 4 Onboard			
tribexr|djinvr	Tribe XR | DJ in VR	Game	Music | Rhythm | Simulation	2022-05-24	$29.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
indeathunchained	In Death: Unchained	Game	Shooter | Adventure	2022-05-24	$29.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
larcenautsint	Larcenauts Int	Game	Shooter | RPG	2022-05-24	$29.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
demeoglobal	Demeo Global	Game	Social | RPG	2022-05-24	$29.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
sammaxthistimeitsvirtual	Sam & Max: This Time It's Virtual!	Game	Puzzle | Adventure	2022-05-24	$29.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
dragonfistvrkungfu	Dragon Fist: VR Kung Fu	Game	Action | Fighting	2022-05-24	$29.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
afterthefall®	After the Fall®	Game	Shooter	2022-05-24	$39.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
arizonasunshine®	Arizona Sunshine®	Game	Shooter	2022-05-24	$39.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
altdeusbeyondchronos	ALTDEUS: Beyond Chronos	Game	Adventure | RPG	2022-05-24	$39.99	Global	Neo 3 Link Onboard,PICO 4 Onboard			
operationwolfreturnsfirstmissionvr	Operation Wolf Returns: First Mission VR	Game	Action | Shooter	2023-07-20	$24.99	Neo 3 Link On shelf,PICO 4 On shelf	Global			
boxtothebeatvrdemo	Box To The Beat VR Demo	Game	Music | Sports | Casual	2023-07-28	$0.00	Neo 3 Link On shelf,PICO 4 On shelf	Global			
espire	Espire 2	Game	Shooter | Sci-Fi | Action	2023-07-20	£21.99	Global	PICO 4 Onboard			
gravityleague	Gravity League	Game	Sports	2023-07-26	£0.00	Global	PICO 4 Onboard			
projectterminusvr	Project Terminus VR	Game	Horror | Adventure | Casual	2023-07-13	£14.99	Global	PICO 4 Onboard			
aimtropolis	Aimtropolis	Game	Shooter | Action | Casual	2023-07-13	£13.49	Global	PICO 4 Onboard			
pressurewasher	Pressure Washer	Game	Simulation | Relaxation | Casual	2023-07-10	£7.99	Global	PICO 4 Onboard			
jobsimulator	Job Simulator	Game	Simulation | Action | Adventure	2023-07-27	$19.99	Global	PICO 4 Onboard			
moonvrvideoplayer	Moon VR Video Player	App	Other	2023-07-27	$9.99	Global	PICO 4 Onboard			
dyschronia	DYSCHRONIA	Game	Action | Puzzle | Sci-Fi	2023-07-27	$19.99	Global	PICO 4 Onboard			
vacationsimulator	Vacation Simulator	Game	Simulation | Action | Adventure	2023-07-27	$29.99	Global	PICO 4 Onboard			
grab	GRAB	Game	Sports | Explore | Social	2023-07-27	$0.00	Global	PICO 4 Onboard			
realgostopvr	Real Go Stop VR	Game	Sports | Casual | Simulation	2023-08-03	£0.00	Global	PICO 4 Onboard			
shuttlemaze	Shuttle Maze	Game	Puzzle | Action	2023-08-03	£8.99	Global	PICO 4 Onboard			
shootingstarvr	SHOOTING STAR VR	Game	Shooter | Action | Sports	2023-07-14	$14.99	Neo 3 Link On shelf,PICO 4 On shelf	Global			
sandandhand	Sand and Hand	Game	Education | Relaxation | Simulation	2023-07-13	$16.99	Neo 3 Link On shelf,PICO 4 On shelf	Global			
mobiusacycleofnightmares	Mobius: a cycle of nightmares	App	Video | Horror	2022-05-18	$0.99	Japan	Neo 3 Link On shelf,PICO 4 On shelf			
meetinvr	MeetinVR	App	Education | Simulation | Social	2022-10-18	$0.00	Global	Neo 3 Link On shelf			
engage	ENGAGE	App	Education | Social | Explore	2023-08-03	$0.00	Global	Neo 3 Link On shelf			
vikingdays	Viking Days	Game	Action | Adventure | Simulation	2023-02-10	$3.99	Global	Neo 3 Link On shelf			
axegendvr	Axegend VR	Game	Action | Strategy | RPG	2023-01-20	$5.99	Global	Neo 3 Link On shelf			
chessclub	Chess Club	Game	Strategy | Social | Sports	2023-07-16	$14.99	Global	Neo 3 Link On shelf			
thewalkingdeadsaintssinners	The Walking Dead: Saints & Sinners	Game	Action | Adventure | Horror	2023-05-10	$39.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
gadgeteer	Gadgeteer	Game	Casual | Education | Puzzle	2023-02-24	$14.99	Global	Neo 3 Link On shelf			
rampage	Rampage	Game	Action | Shooter | Adventure 	2023-05-18	$19.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
cookout	Cook-Out	Game	Social | Casual	2023-07-12	$19.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
xfighter	X-Fighter	Game	Sports | Music | Action	2023-06-27	$19.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
crimen	Crimen	Game	Action | Adventure	2023-07-12	$14.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
everslaughtinvasion	EVERSLAUGHT INVASION	Game	Action | Shooter	2023-07-25	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
yupitergrad	YUPITERGRAD 2	Game	Action | Shooter | Adventure	2023-07-07	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
orkanaconflict	Orkana Conflict	Game	Strategy | Action | Simulator	2023-05-25	$10.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
ollypowerplay	Olly Power Play	Game	Sports | Casual	2023-05-25	$0.00	Global	PICO 4 On shelf			
tableparty	Table Party	Game	Puzzle | Social | Casual	2023-06-16	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
holofit	HOLOFIT	App	Sports | Racing | Explore	2023-07-07	$0.00	Global	PICO 4 On shelf			
windlands	Windlands 2	Game	Action | Adventure | Social	2023-07-12	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
farmingtractor	farming tractor	Game	Simulation | Adventure	2023-06-01	$7.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
beat	Beat	App	Video	2023-06-01	$1.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
quantaar	Quantaar	Game	Action | Social	2023-07-13	$0.00	Global	Neo 3 Link On shelf,PICO 4 On shelf			
mixture	Mixture	Game	Action | Adventure	2023-06-08	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
thelastclockwinder	the Last Clockwinder	Game	Action | Adventure | Simulation	2023-06-15	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
sail	SAIL	Game	Action | Adventure | Explore	2023-07-06	$14.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
shavestuff	Shave&Stuff	Game	Action | Casual	2023-06-16	$14.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
divineduel	Divine Duel	Game	Action | Sports | Training	2023-07-21	$0.00	Global	Neo 3 Link On shelf,PICO 4 On shelf			 
guardians	Guardians	Game	Shooter | Strategy | Sci-Fi	2023-07-28	$14.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
kartoffl	Kartoffl	Game	Action | Adventure | Puzzle	2023-06-15	$14.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
lavrynthos	Lavrynthos	App	Video | Adventure | Puzzle	2023-07-23	$4.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
vrskater	VR Skater	Game	Action | Sports | Simulator	2023-06-23	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
crashland	CRASHLAND	Game	Action | Sci-Fi | Horror	2023-06-22	$18.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
galaxykart	Galaxy Kart	Game	Racing | Action	2023-07-11	$19.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
simpleplanesvr	SimplePlanes VR	Game	Simulation | Action | Racing	2023-06-22	$9.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
darkswordbattleeternity	Darksword: Battle Eternity	Game	Action | RPG	2023-07-27	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
biolum	Biolum	App	Explore | RPG | Adventure	2023-06-29	$7.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
blackholepool	Black Hole Pool	Game	Sports | Social | Simulation	2023-07-06	$19.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
blinnkandthevacuumofspace	BLINNK and the Vacuum of Space	App	Adventure | Simulation | Casual	2023-06-29	$24.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
rivalrides	Rival Rides	Game	Action | Social | Casual	2023-06-29	$9.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
vetrixworlds	Vetrix Worlds	Game	Puzzle | Casual	2023-07-12	$14.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
blackice	Black Ice	App	Video | Adventure | RPG	2023-07-06	$4.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
homeafterwar	Home After War	App	Video | Education	2023-07-06	$1.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
thekey	The Key	App	Video | Relaxation | Explore	2023-07-06	$0.00	Global	Neo 3 Link On shelf,PICO 4 On shelf			
gravityvr	Gravity VR	App	Video | Explore	2023-07-06	$2.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
onethemorningyouwake	One the Morning you Wake	App	Video | Adventure | Education	2023-07-06	$4.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
wings	Wings 1941	Game	Action | Shooter	2023-07-06	$12.99	Global	Neo 3 Link On shelf,PICO 4 On shelf			
dreamland	Dreamland	Game	Social | Shooter | Casual	2023-08-10	£0.00	Global	PICO 4 Onboard			
acronattackofthesquirrel	Acron: Attack of the Squirrel	Game	Action | Social	2023-08-10	£14.99	Global	PICO 4 Onboard			
historyofapaintingwhatsthepoint	History of a painting: Whats the point	App	Video | Explore | Education	2023-08-10	£4.49	Global	PICO 4 Onboard			
showdown	Showdown	Game	Shooter | Social | Sports	2023-08-17	£10.99	Global	PICO 4 Onboard			
drunknbarfight	Drunkn Bar Fight	Game	Action | Casual	2023-08-17	£13.49	Global	PICO 4 Onboard			
apexconstruct	Apex Construct	Game	Action	2023-08-24	£4.99	Global	PICO 4 Onboard			
dominocraft	Domino Craft	Game	Relaxation | Casual	2023-08-24	£2.99	Global	PICO 4 Onboard			
boxtothebeatvr	Box To The Beat VR	Game	Music | Sports | Casual	2023-08-24	£14.99	Global	PICO 4 Onboard			
thescreamvr	The Scream VR	App	Video | Explore	2023-08-24	£2.99	Global	PICO 4 Onboard			
dreaminzone	Dreamin Zone	App	Video | Casual | Relaxation	2023-08-24	£4.99	Global	PICO 4 Onboard			
bounceshot	Bounce Shot	Game	Sports | Social | Casual	2023-08-24	£7.99	Global	PICO 4 Onboard			
mediaplayervr	360MediaplayerVR	App	Education | Training | Pico Labs	2023-08-10	$0.00	Global	PICO 4 Onboard			
universal	Universal	App	Education | Pico Labs	2023-08-22	$0.00	Global	PICO 4 Onboard			
savannaxr	SavannaXR	App	Music | Casual | Action | Pico Labs	2023-08-29	$0.00	Global	PICO 4 Onboard			
smashthesynth	Smash The Synth	Game	Music | Casual | Action | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
plutosphere	PlutoSphere	App	Tool | Cloud Gaming | Pico Labs	2023-08-15	$0.00	Global	PICO 4 Onboard			
aurora	Aurora 	Game	Casual | Pico Labs	2023-08-15	$0.00	Global	PICO 4 Onboard			
octonic	Octonic 	Game	Explore | Video | Sports | Pico Labs	2023-08-15	$0.00	Global	PICO 4 Onboard			
xspacesvr	xSpacesVR	App	Education | Pico Labs	2023-08-03	$0.00	Global	PICO 4 Onboard			
tynmospace	Tynmo Space	App	Education | Social | Casual | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
countingcavechapter	Counting Cave Chapter 2	Game	Education | Puzzle | Cartoon | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
cannonbowl	Cannon Bowl	Game	Education | Sci-Fi | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
zoohomedemo	Zoo Home Demo	Game	Education | Relaxation | Casual | Pico Labs	2023-08-22	$0.00	Global	PICO 4 Onboard			
gallerysmash	Gallery Smash	Game	Education | Relaxation | Casual | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
thesumurai	The Sumurai	Game	Education | Sci-Fi | Space | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
freemysight	Free My Sight	App	Relaxation | Healthcare | Wellness | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
countingcavechapter	Counting Cave Chapter 1	Game	Education | Puzzle | Cartoon | Pico Labs	2023-07-20	$0.00	Global	PICO 4 Onboard			
mathsketball	Mathsketball	Game	Sports | Education	2023-07-20	$0.00	Global	PICO 4 Onboard			
warofwizards	War of Wizards	Game	Action | Strategy | RPG	2023-08-31	£14.99	Global	PICO 4 Onboard			
fireescape	Fire Escape	Game	Strategy | Adventure | Action	2023-09-07	£7.99	Global	PICO 4 Onboard			
containmentinitiativerecon	Containment Initiative Recon	Game	Shooting | Action | Horror	2023-09-07	£5.99	Global	PICO 4 Onboard			
mrbearsbizarreadventure	Mr Bears Bizarre Adventure	Game	Music | Casual | Sports	2023-09-07	£10.99	Global	PICO 4 Onboard			
swordsmanvr	Swordsman VR	Game	Action | RPG	2023-09-14	£14.99	Global	PICO 4 Onboard			
gazzlers	Gazzlers	Game	Shooter | Sci-Fi	2023-09-14	£9.99	Global	PICO 4 Onboard			
ultimateairhockeyvr	Ultimate Air Hockey VR	Game	Casual | Relaxation | Sports	2023-09-14	£9.99	Global	PICO 4 Onboard			
organquarter	Organ Quarter	Game	Adventure | Horror	2023-09-14	£13.49	Global	PICO 4 Onboard			
cloudmindtour	Cloud Mind Tour	App	Medical | Health | Relaxation | Casual	2023-09-14	£14.99	Global	PICO 4 Onboard			
fightingcop	Fighting Cop	Game	Shooter	2023-09-14	£13.49	Global	PICO 4 Onboard			
airhockeyvr	Air Hockey VR	Game	Sports | Casual | Pico Labs	2023-09-14	£0.00	Global	PICO 4 Onboard			
zcmescapebeta	ZCM Escape Beta	Game	Horror | Explore | Puzzle | Pico Labs	2023-09-14	£0.00	Global	PICO 4 Onboard			
zosuoceandemo	ZOSU Ocean Demo	Game	Explore | Casual | Education | Pico Labs	2023-09-14	£0.00	Global	PICO 4 Onboard			
sophiadigitalcampus	Sophia Digital Campus	App	Education | Social | Pico Labs	2023-09-14	£0.00	Global	PICO 4 Onboard			
compound	Compound	Game	Shooter | Action 	2023-09-21	£14.99	Global	PICO 4 Onboard			
mindcamping	Mind Camping	App	Relaxation | Casual | Simulation	2023-09-21	£4.99	Global	PICO 4 Onboard			
magicstoneguardians	Magic Stone Guardians	Game	Strategy | Shooter | Simulation	2023-09-21	£10.99	Global	PICO 4 Onboard			
remiolab	Remio Lab	Game	Adventure | Action | Social | Pico Labs	2023-09-21	£0.00	Global	PICO 4 Onboard			
mysticbrush	Mystic Brush 	Game	Casual | Relaxation | Adventure | Pico Labs	2023-09-21	£0.00	Global	PICO 4 Onboard			
themasterclub	The Master Club	Game	Social | Casual | Sports | Pico Labs	2023-09-21	£0.00	Global	PICO 4 Onboard			
dragongame	Dragon Game	Game	Training | Sports | Action | Pico Labs	2023-09-21	£0.00	Global	PICO 4 Onboard			
xvrvideoplayer	4XVR Video Player	App	Video | Productivity | Entertainment	2023-09-28	£21.99	Global	PICO 4 Onboard			
journeytotheeast	Journey to the East	Game	Explore | Puzzle | RPG	2023-09-28	£6.99	Global	PICO 4 Onboard			
niftonsarena	Niftons Arena	Game	Strategy | Social | Puzzle	2023-09-28	£0.00	Global	PICO 4 Onboard			
happydrummer	Happy Drummer	Game	Music | Relaxation | Cartoon	2023-09-28	£2.99	Global	PICO 4 Onboard			
tripp	Tripp	Game	Relaxation | Entertainment | Explore	2023-09-28	£0.00	Global	PICO 4 Onboard			
migrainevisualaurasimulator	Migraine Visual Aura Simulator	App	Medical | Health | App Labs	2023-09-28	£0.00	Global	PICO 4 Onboard			
fivenightsnoescape	Five Nights: No Escape	Game	Horror | Puzzle | Adventure	2023-09-27	£7.99	Global	PICO 4 Onboard			
hubris	Hubris	Game	Action | Adventure | Shooter	2023-10-05	£21.99	Global	PICO 4 Onboard			
dearsanta	Dear Santa	Game	Casual | Explore | Puzzle	2023-10-05	£7.99	Global	PICO 4 Onboard			